id,academy_id,name,dob,gender,photo_url,interschool_consent,center_id,email,link_code,phone
0982e327-2af6-454d-86e6-45c7e280632b,2301f327-b291-495d-a14f-e55b1f1f9212,Import Kid A 1783615824218,2014-03-02,,,f,,kidA1783615824218@fam.test,WHSL-BD728F,9000000001
dfacb7e3-a18e-4ee1-b304-44f5194b7f6d,2301f327-b291-495d-a14f-e55b1f1f9212,Import Kid B 1783615824218,2013-11-20,F,,f,,,WHSL-5D60B7,
f117834d-bb18-447b-ac0a-a5628281da48,3af25196-f3f9-4474-b1b9-02c9f1bbfd08,Sidd,,,,f,c5b30c8c-779e-4581-ac4d-cd364950d7b0,siddarth.krishnamoorthy@gmail.com,WHSL-3CF5DC,9840476540
a40d050e-784b-4546-989b-72c7682a21e4,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-BED548,
25a049ed-81be-419e-b7c3-7088756e8fdd,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-EC799D,
7661c3e1-5744-4243-a77d-f20a23180ca9,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-9E9515,
180c894a-9d15-462b-9cc9-cacc5570222e,785ef66d-5f7d-4dfc-88d9-f7903cbb3c3a,Riverside Player 1783652205773,,,,f,,,WHSL-D5CD37,
e6c1f4c9-a699-4723-9797-de5f07ec2385,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-CC2A29,
960ca358-bc41-4fa0-9f02-f2f1bd601b06,785ef66d-5f7d-4dfc-88d9-f7903cbb3c3a,Riverside Player 1783709868645,,,,f,,,WHSL-97E597,
de5e43c4-6206-4f28-9250-70eeedefc308,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-C14DFF,
b4c0f11d-df81-41ba-95cf-f4489b6c3eb1,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-8E2CAC,
8ca707aa-7e1c-4407-8abc-1f0f571c5353,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-EF127D,
06a14654-318e-4d75-b7bc-f01f7cc077dc,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfdtquf,,,,f,,,WHSL-8959CA,
df389ef4-3fb6-4b0e-8c56-73b41670ea65,38bf0337-211f-423b-a58a-6c1789af196a,Rival Keeper mrfdtquf,,,,f,,,WHSL-8DECA7,
93eae838-7388-48a7-8e0e-333354f6bf16,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfdujz2,,,,f,,,WHSL-C9B91B,
e7161e2b-f132-4ce3-b401-cd14b925c83f,dbbec2a2-e10c-4991-be8e-0da2dc0c8f5f,Rival Keeper mrfdujz2,,,,f,,,WHSL-928FCB,
132d7701-ec52-4ef7-a420-4cf93cbf573f,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfdws9m,,,,f,,,WHSL-1093B7,
b432c853-85cf-45e8-90fd-63bafb11bc9a,829e42ae-2e4e-4a50-8f05-a5cc88c4d7dc,Rival Keeper mrfdws9m,,,,f,,,WHSL-351614,
af2e643f-9358-4269-8d88-9f03be8847aa,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfdyx0r,,,,f,,,WHSL-611158,
64b4e6fb-bfbc-4be9-940f-039058173cc0,814c8b25-0b12-4654-bad0-149d2caa7550,Rival Keeper mrfdyx0r,,,,f,,,WHSL-435646,
ebfe58f5-be1c-4d7c-abc3-5253195681eb,785ef66d-5f7d-4dfc-88d9-f7903cbb3c3a,Riverside Player 1783716927734,,,,f,,,WHSL-755243,
9f2ee968-2952-4856-9d12-ed9653154945,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-F2E3D3,
fb478e97-a70e-4f85-9c67-968fb35b8e68,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrff0axk,,,,f,,,WHSL-9FB558,
808e83a2-9d7e-4a16-bf13-f95c83e6f455,7bc3ac12-e47c-4ce7-a301-151fa7a7f640,Rival Keeper mrff0axk,,,,f,,,WHSL-782580,
0a7b111c-c4a3-40bd-a510-caf8f9ffb17e,2301f327-b291-495d-a14f-e55b1f1f9212,Host Point Guard mrfgcv55,,,,f,,,WHSL-1A3B75,
430fa5cc-c47d-4089-9db1-0cbe5f4c9e55,d116d7b7-0ccf-4f57-9681-518d631d6065,Rival Center mrfgcv55,,,,f,,,WHSL-DDAA8B,
5b424684-9b12-4275-90a8-0316a38b4361,2301f327-b291-495d-a14f-e55b1f1f9212,H Shuttler mrfgpnes,,,,f,,,WHSL-8CAE80,
14bdbc13-4001-4e39-bf26-ce6896978690,7c15f63b-c212-45aa-9605-1117874d3896,R Shuttler mrfgpnes,,,,f,,,WHSL-B3EF81,
968c20b6-5590-40e4-8fba-8900e242d915,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfgq0ay,,,,f,,,WHSL-266B73,
6e2836f1-b960-4f1e-91c1-367867ddde4c,733ec782-9fe4-4c3f-8292-f64fb9d4f004,Rival Keeper mrfgq0ay,,,,f,,,WHSL-757060,
9eefbc5b-9c3e-4faa-ae5b-ee4ed5eb2a9e,2301f327-b291-495d-a14f-e55b1f1f9212,AM Student fbb2,,,,f,,,WHSL-B187EC,
90732f89-5592-4cf6-b6b7-d40289b920c2,2301f327-b291-495d-a14f-e55b1f1f9212,Raider mrfqdl21,,,,f,,,WHSL-A4ACB1,
01387df2-e6da-461c-ba69-1b893af3e5b0,91f61b89-694a-493f-8245-12d51912a77a,Defender mrfqdl21,,,,f,,,WHSL-18009A,
6ed18160-0160-4b37-94aa-24b4b5535783,785ef66d-5f7d-4dfc-88d9-f7903cbb3c3a,Riverside Player 1783736044696,,,,f,,,WHSL-1349BB,
9bab08dd-eac1-44f5-a506-074c13a0dfaa,2301f327-b291-495d-a14f-e55b1f1f9212,Host Striker mrfqdybt,,,,f,,,WHSL-7B04E8,
ab5639b9-6b77-4156-8c39-4096062237ea,0373caa6-5a8e-49fd-9a3c-6ac9b7e1f16e,Rival Keeper mrfqdybt,,,,f,,,WHSL-389D06,
8c96aa3d-23c3-46cb-a234-e38c314b75c0,e15be70d-298d-455a-87c9-12b85ba89d66,Cap Student 1 mrg0s1wy,,,,f,,,WHSL-D1F518,
e2233037-a0ee-4774-bb83-ff48d171923f,e15be70d-298d-455a-87c9-12b85ba89d66,Cap Student 2 mrg0s1wy,,,,f,,,WHSL-4B8785,
20d66ff2-9833-42e3-9f45-776991ccb32c,e15be70d-298d-455a-87c9-12b85ba89d66,Cap Student 3 mrg0s1wy,,,,f,,,WHSL-015A96,
6f008355-2fb6-4c51-b6ba-ddbe84344e75,e15be70d-298d-455a-87c9-12b85ba89d66,Unenrolled Kid mrg0s1wy,,,,f,,,WHSL-16786B,
8d0ac466-df4c-402f-8e41-6149a5af274f,e15be70d-298d-455a-87c9-12b85ba89d66,Linked Kid mrg0s1wy,,,,f,,,WHSL-FF6C59,
67942f02-718f-46d4-8cb9-ee8585751d74,e15be70d-298d-455a-87c9-12b85ba89d66,Overflow mrg0s1wy,,,,f,,,WHSL-853978,
47779ccd-8b12-420d-91ab-b0163d98bc81,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Cap Student 1 mrg0tz4h,,,,f,,,WHSL-879335,
f0246bbf-0335-421a-a6cb-fa89e0d6455f,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Cap Student 2 mrg0tz4h,,,,f,,,WHSL-A12A90,
b60c3748-da1f-4566-936b-9009955ac935,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Cap Student 3 mrg0tz4h,,,,f,,,WHSL-3EC7D4,
6afb8908-43e0-4c75-90e3-448648b2db97,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Unenrolled Kid mrg0tz4h,,,,f,,,WHSL-20E3EE,
d4825fdf-c659-493e-84aa-ff387b98b033,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Linked Kid mrg0tz4h,,,,f,,,WHSL-35AC87,
f277a55e-9991-4089-9749-c0816ed4475a,7f232f2e-fba6-4e1b-bba7-1ebaaa3e748e,Overflow mrg0tz4h,,,,f,,,WHSL-9D4E08,
d5dbc68b-85a7-49ef-b3f6-edce262433da,2301f327-b291-495d-a14f-e55b1f1f9212,Probe Kid 1 probemrg0vemr,,,,f,,,WHSL-B3F5DC,
f4e7e6ea-a1b8-4da3-babc-d04e7a06da69,907d68a2-a097-4d78-9d22-3ccc63e76836,Cap Student 1 mrgqjzgd,,,,f,,,WHSL-17055D,
daad1d6e-1559-4356-8cda-22934d802707,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,Cap Student 1 mrg0wcls,,,,f,,,WHSL-4D22F5,
e88f0b60-95e2-4b0b-9e44-9999cac41cf5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,Cap Student 2 mrg0wcls,,,,f,,,WHSL-4AAC66,
9f2660cf-eb70-4121-9b9c-f0b9cd95e36c,907d68a2-a097-4d78-9d22-3ccc63e76836,Cap Student 2 mrgqjzgd,,,,f,,,WHSL-98D8E6,
ca8602af-dfc9-4209-861d-bee291836a23,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,Unenrolled Kid mrg0wcls,,,,f,,,WHSL-064774,
ddcec652-a792-4d7f-9329-bf458edbef16,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,Linked Kid mrg0wcls,,,,f,,,WHSL-BFAC24,
98434f62-4d1e-4646-bd45-5ad8a66fb996,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 2 mrg0wcls,,,,f,,,WHSL-33E75E,
bcbfd4cb-4c0d-4dc9-9077-e04c6b08e45b,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 3 mrg0wcls,,,,f,,,WHSL-BB6DA3,
f3688db0-4f3a-4f1d-a07d-f6a44f957dd1,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 4 mrg0wcls,,,,f,,,WHSL-0F71A7,
d7b0d353-77f8-4b33-84dc-a114bc8dccdc,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 5 mrg0wcls,,,,f,,,WHSL-5546FC,
e08a9937-51ee-4f60-85f4-4cf7b4889fa3,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 6 mrg0wcls,,,,f,,,WHSL-CBA283,
42779b74-54cd-4396-8bf3-ef7f80cae6ba,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 7 mrg0wcls,,,,f,,,WHSL-94D5DA,
e14cd0fb-bdfb-415a-a572-03271ae3650e,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 8 mrg0wcls,,,,f,,,WHSL-12B7CC,
0111793b-4fcc-497e-834f-b8037fbf0180,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 9 mrg0wcls,,,,f,,,WHSL-6082CC,
c2b8fff5-4a95-45cc-856b-f45c38096cb9,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 11 mrg0wcls,,,,f,,,WHSL-8B5C46,
4f0311ef-c3ff-41e6-832f-3e4ef859fbd4,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 12 mrg0wcls,,,,f,,,WHSL-7B6338,
1777a157-fc1b-4688-8d75-1eecd20f5e6a,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 13 mrg0wcls,,,,f,,,WHSL-CA8DEC,
99622b31-b48e-40a0-8ea4-164700e39c1e,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 14 mrg0wcls,,,,f,,,WHSL-37C981,
e94f816c-345d-4aa3-b50a-4484008738f7,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 15 mrg0wcls,,,,f,,,WHSL-16DC51,
8e07af72-177a-4d91-b9b9-7a2ce7ec958d,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 16 mrg0wcls,,,,f,,,WHSL-F43B19,
75275d19-a8c0-4bc3-b9fd-32cc6c20972f,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 17 mrg0wcls,,,,f,,,WHSL-328093,
2539e458-a7f1-4daf-b377-f21eec6a3829,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 18 mrg0wcls,,,,f,,,WHSL-C7F4BB,
ef012d83-599b-4cc5-8d76-669c6bacd204,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 19 mrg0wcls,,,,f,,,WHSL-88D597,
ab85ca4a-9b0e-4d91-b756-f72c0220fc6b,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 20 mrg0wcls,,,,f,,,WHSL-114829,
dbded50d-f0fb-4caf-95db-002fddd3773c,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 10 mrg0wcls,,,,t,,,WHSL-37D823,
5afa4843-37a2-4ede-981b-c60e56ccaa37,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 21 mrg0wcls,,,,f,,,WHSL-84B53A,
c29d659a-ef09-45b8-93ff-81cb5fc29c12,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 22 mrg0wcls,,,,f,,,WHSL-77BF78,
a4dd9a83-5b1f-4380-a702-fea723cc6da0,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 23 mrg0wcls,,,,f,,,WHSL-EE4906,
0bc0e4e3-4869-46c0-b531-2cb714a4e3d5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 24 mrg0wcls,,,,f,,,WHSL-0F8BCA,
1229d319-8215-4498-96bd-dbafec720ca5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 25 mrg0wcls,,,,f,,,WHSL-700482,
88b448ca-a697-42fc-bac2-9848bb1269d1,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 26 mrg0wcls,,,,f,,,WHSL-770BDC,
5902581b-6473-449e-abd9-88585db5e5b5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 27 mrg0wcls,,,,f,,,WHSL-4D47A2,
ab5942b8-ff2c-4030-883c-222eaefdcf2a,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 28 mrg0wcls,,,,f,,,WHSL-136E16,
0e2676f4-2afa-4520-b63c-04282c6b206a,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 29 mrg0wcls,,,,f,,,WHSL-7A8F03,
d71125a1-a54b-43a0-b993-219578bd7d17,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 30 mrg0wcls,,,,f,,,WHSL-B60812,
4d897cc9-873c-491e-a9f4-2b720b8b652d,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 31 mrg0wcls,,,,f,,,WHSL-88015E,
b1c3867c-c2bc-4f16-b001-b71844ae5965,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 32 mrg0wcls,,,,f,,,WHSL-FAFB00,
11b0accb-78ad-47b8-a330-07eca221a124,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 33 mrg0wcls,,,,f,,,WHSL-C381B6,
b92abf95-f758-4802-90fb-651f0fc76147,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 34 mrg0wcls,,,,f,,,WHSL-54383D,
3cfcd4f2-9106-4793-bf5d-8d4d6013c936,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 35 mrg0wcls,,,,f,,,WHSL-DEA242,
a196bad6-fd6a-4261-9781-451dc9e7c82b,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 36 mrg0wcls,,,,f,,,WHSL-807236,
3ed67f19-76aa-4fa9-b109-2274883e8f19,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 37 mrg0wcls,,,,f,,,WHSL-7A0782,
9284d98c-e068-470c-a430-e29beb03028a,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 38 mrg0wcls,,,,f,,,WHSL-8F74A9,
972cf574-dcfa-4acd-b2b6-f67998b27c3e,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 39 mrg0wcls,,,,f,,,WHSL-4F7B53,
9686d9f6-6c20-49e2-b525-d6c1290c059f,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 40 mrg0wcls,,,,f,,,WHSL-0E29CD,
d6e25eed-2d34-4437-a0c9-ed6c257633bc,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 41 mrg0wcls,,,,f,,,WHSL-9E63F9,
3bcaa778-f64e-4a7e-9d15-aac355d8e3be,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 42 mrg0wcls,,,,f,,,WHSL-81E05C,
1ec2e530-8511-4ca7-ae12-fcfc468d4b99,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 43 mrg0wcls,,,,f,,,WHSL-0269F1,
c1b9b489-0d1a-4f9a-a33a-bd579ba8cb71,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 44 mrg0wcls,,,,f,,,WHSL-4F5B9D,
0fdd68fb-2d47-48a9-a872-31fbf743e863,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 45 mrg0wcls,,,,f,,,WHSL-8F80F5,
d817dda6-afcc-4592-936f-1dfae157835f,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 46 mrg0wcls,,,,f,,,WHSL-64AB78,
a9d35171-fb18-4b72-9780-e89d93794beb,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 47 mrg0wcls,,,,f,,,WHSL-F0A2B3,
658c326f-23cf-4aa2-a5fd-14d3eef8b5dd,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 48 mrg0wcls,,,,f,,,WHSL-B85397,
69d41920-7cb0-40b4-8e38-6c59816e4a9d,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 49 mrg0wcls,,,,f,,,WHSL-F3205A,
56209cd8-5ba4-4315-b69b-aed9e87f107f,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 50 mrg0wcls,,,,f,,,WHSL-076B08,
783e7a07-c83f-44b2-9eea-019ffd0c50aa,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 51 mrg0wcls,,,,f,,,WHSL-440052,
05a5444a-2e6f-447e-ac72-f590ff817a62,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 52 mrg0wcls,,,,f,,,WHSL-B42C64,
666b056c-a830-4400-b53d-6daf823a4325,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 53 mrg0wcls,,,,f,,,WHSL-977106,
7ed5a5aa-dc67-4e26-a91f-bdac8b624ea2,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 54 mrg0wcls,,,,f,,,WHSL-F14E95,
7f7c98db-21f9-42ee-be94-3116f495f6bd,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 55 mrg0wcls,,,,f,,,WHSL-990450,
b106fc31-06b5-4b5a-930d-6c8a3c31b9a7,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 56 mrg0wcls,,,,f,,,WHSL-9531EB,
55a63455-7afa-40d5-b613-537ea16a56e5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 57 mrg0wcls,,,,f,,,WHSL-D30E62,
273a1119-b81f-46c5-99d0-e1491650858b,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 58 mrg0wcls,,,,f,,,WHSL-F315D8,
55580fb2-c6c5-4af5-b13e-22164458a728,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 59 mrg0wcls,,,,f,,,WHSL-4BACE5,
ff05f591-4e77-4567-884f-87fcbb4389f4,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 60 mrg0wcls,,,,f,,,WHSL-9F479A,
5da1b62f-3518-4d0e-a72d-a2311d8a2e5c,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 61 mrg0wcls,,,,f,,,WHSL-118610,
775ac03e-3231-450f-a3af-4352ebe6fe69,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 62 mrg0wcls,,,,f,,,WHSL-EA6EC4,
1995a3ea-5620-4034-a1f9-6e87446691c5,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 63 mrg0wcls,,,,f,,,WHSL-C6D518,
23ec45a7-8369-4002-a3ab-677622af89c1,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 64 mrg0wcls,,,,f,,,WHSL-D6BE43,
55534dc5-6732-4ef8-aa41-0450be74f686,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 65 mrg0wcls,,,,f,,,WHSL-864D4C,
7b86f677-65c2-446e-88ab-f28a5b50ed74,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 66 mrg0wcls,,,,f,,,WHSL-957A4D,
a6250382-bfda-4727-a72c-12aaf5b4dd5a,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 67 mrg0wcls,,,,f,,,WHSL-CF7B14,
626b7bb5-d441-4a07-8672-738e3b58e9c8,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 68 mrg0wcls,,,,f,,,WHSL-F65376,
22fe67ba-d65b-41a3-b2ed-59c4ca262d98,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 69 mrg0wcls,,,,f,,,WHSL-83509F,
9f7b88f0-9d09-451a-b49b-ede5fc2771ea,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 70 mrg0wcls,,,,f,,,WHSL-DF35C7,
e9554a0f-a637-4192-ab0a-15a48e071207,a4a2e357-78c8-4ac3-afb3-beb09fb7ce00,North Student 71 mrg0wcls,,,,f,,,WHSL-9755E7,
